あおき,東京都あきる野市伊奈444-1
セブンイレブン足立扇3丁目店,東京都足立区扇3ー19ー18
ローソン足立扇三丁目店,東京都足立区扇3-3-8
セブンイレブン足立1丁目店,東京都足立区足立1ー39ー8
ゼロゼロワンしぶや,東京都足立区足立1-8-3
サンクス五反野南口店,東京都足立区足立3-33-2
セブンイレブン足立4丁目店,東京都足立区足立4ー13ー22
セブンイレブン足立大谷田1丁目店,東京都足立区大谷田1－2－1
サンクス大谷田店,東京都足立区大谷田3-1-22
ファミリーマート大谷田三丁目店,東京都足立区大谷田3-6-15
エーエムピーエム足立大谷田店,東京都足立区大谷田5-25-4
セブンイレブン足立大谷田店,東京都足立区大谷田町5-6-12
セブンイレブン足立辰沼1丁目店,東京都足立区辰沼1－4－6
ミニストップ辰沼店,東京都足立区辰沼2-15-7
サンクス足立谷在家店,東京都足立区谷在家3-19-12
デイリーヤマザキ足立北綾瀬店,東京都足立区谷中2-10-12
ファミリーマート北綾瀬駅前店,東京都足立区谷中2-5-10
ファミリーマート足立谷中二丁目店,東京都足立区谷中2-7-7
デイリーヤマザキ谷中北店,東京都足立区谷中4-2-15
セブンイレブン足立谷中店,東京都足立区谷中4-9-15
ローソンストア１００北綾瀬駅前店,東京都足立区谷中4-9-22
スリーエフ足立竹ノ塚1丁目店,東京都足立区竹の塚1-37-6
セブンイレブン足立竹の塚1丁目店,東京都足立区竹の塚1丁目29－1
ローソンプラス竹の塚二丁目店,東京都足立区竹の塚2-3-3
セブンイレブン竹ノ塚店,東京都足立区竹ノ塚3-20-13
ローソン　竹の塚三丁目店,東京都足立区竹の塚3-4-14
ローソン竹の塚四丁目店,東京都足立区竹の塚4-9-5
ローソン竹のツカ五丁目店,東京都足立区竹の塚5-1-1
ファミリーマート竹の塚五丁目店,東京都足立区竹の塚5-8-5
ローソンストア１００足立竹の塚６丁目店,東京都足立区竹の塚6-15-1
スリーエフ足立竹ノ塚6丁目店,東京都足立区竹ノ塚6ー14-6
セブンイレブン足立竹の塚6丁目店,東京都足立区竹の塚6ー23ー11
セブンイレブン足立西保木間3丁目店,東京都足立区竹の塚7－21－17
セブンイレブン足立五反野店,東京都足立区中央本町2-19-10
ＬＡＷＳＯＮＳＴＯＲＥ１００,東京都足立区中央本町2-20-14
エーエムピーエム足立中央本町店,東京都足立区中央本町3-1-1
ローソン足立中央本町店,東京都足立区中央本町5-14-20
セブンイレブン足立中川4丁目店,東京都足立区中川4丁目33番2号
セブンイレブン足立椿1丁目店,東京都足立区椿1ー6ー13
ファミリーマート島根四丁目店,東京都足立区島根4-13ー3
デイリーヤマザキ足立島根店,東京都足立区島根4-1-9
セブンイレブン足立島根店,東京都足立区島根4-21-24
サークルＫ足立島根三丁目店,東京都足立区島根三丁目1番4号
ミニストップ東綾瀬１丁目店,東京都足立区東綾瀬1-18-17
ファミリーマート東綾瀬一丁目店,東京都足立区東綾瀬1-3-2
セブンイレブン足立東綾瀬店,東京都足立区東綾瀬2-4-1
セブンイレブン足立東綾瀬3丁目店,東京都足立区東綾瀬3－8－4
ファミリーマート東伊興一丁目店,東京都足立区東伊興1-8-5
ローソン東伊興町店,東京都足立区東伊興23-2
セブンイレブン足立東和1丁目店,東京都足立区東和1ー2ー5
セブンイレブン足立東和2丁目店,東京都足立区東和2－27－1
サンクス足立東和店,東京都足立区東和4-25-1
セブンイレブン足立東和4丁目店,東京都足立区東和4－9－4
ファミリーマート南花畑店,東京都足立区南花畑2-36-17
ファミリーマート南花畑四丁目店,東京都足立区南花畑4-8-3
セブンイレブン足立東保木間店,東京都足立区南花畑5-3-1
セブンイレブン足立南花畑2丁目店,東京都足立区南花畑町2丁目49－10
須川商店,東京都足立区日ノ出町12-15
コミュニティ・ストア入谷やまざきや店,東京都足立区入谷2-24-14
ファミリーマート足立入谷三丁目店,東京都足立区入谷3-2-15
サンクス足立流通センター店,東京都足立区入谷6-2-7
セブンイレブン足立入谷南店,東京都足立区入谷7-1-7
セブンイレブン足立入谷7丁目店,東京都足立区入谷7－8－12
ファミリーマート足立入谷八丁目店,東京都足立区入谷8-1-35
エーエムピーエム足立入谷店,東京都足立区入谷8－3－16
セブンイレブン足立入谷9丁目店,東京都足立区入谷9丁目17－32
セブンイレブン足立梅田2丁目店,東京都足立区梅田2－24－1
セブンイレブン足立梅田5丁目店,東京都足立区梅田5－25－17
セブンイレブン梅田店,東京都足立区梅田7－16－3
コミュニティ・ストア梅田７丁目やまだや店,東京都足立区梅田7-17-11
エーエムピーエム足立梅田7丁目店,東京都足立区梅田7－25－2
セブンイレブン足立梅島1丁目店,東京都足立区梅島1－24－1
セブンイレブン足立梅島駅北店,東京都足立区梅島1-36-7
コミュニティ・ストアみのひこ店,東京都足立区梅島2-2-14
セブンイレブン足立梅島2丁目店,東京都足立区梅島2－28－20
サンクス梅島店,東京都足立区梅島3-1-7
セブンイレブン足立梅島3丁目店,東京都足立区梅島3ー31ー14
コンビニエンス・ライフ,東京都足立区保塚町5-11
セブンイレブン足立保木間1丁目店,東京都足立区保木間1ー7ー10
大橋商店,東京都足立区保木間1-19-2
ファミリーマート保木間一丁目店,東京都足立区保木間1-33-16
松屋酒店,東京都足立区保木間1-34-5
ローソン保木間二丁目店,東京都足立区保木間2-11-2
セブンイレブン足立保木間店,東京都足立区保木間4-48-13
ファミリーマート堀之内二丁目店,東京都足立区堀之内2-6-7
セブンイレブン本木店,東京都足立区本木2-4-21
ファミリーマート本木南町店,東京都足立区本木南町27-2
エーエムピーエム本木北町店,東京都足立区本木北町9－21
セブンイレブン足立柳原2丁目店,東京都足立区柳原2－3－4
マイショップイトー,東京都足立区六月2-18-19
ファミリーマート六町駅前店,東京都足立区六町4-3-5
ファミリーマート六木二丁目店,東京都足立区六木2-6-8
セブンイレブン足立六木店,東京都足立区六木3-2-3
ローソン多摩愛宕店,東京都多摩市愛宕4-17-1
ローソン多摩一ノ宮店,東京都多摩市一ノ宮1-26-6
太田商事（有）,東京都多摩市一ノ宮2-19-27
サンクス聖蹟桜ヶ丘店,東京都多摩市一ノ宮2-20-5
セブンイレブン多摩一ノ宮店,東京都多摩市一の宮4-1-21
サンクス多摩一の宮店,東京都多摩市一ノ宮4-19-18
コミュニティ・ストア京王マートながやま店,東京都多摩市永山1-18-1
セブンイレブン多摩永山店,東京都多摩市永山1-2-13
ローソン多摩永山店,東京都多摩市永山1-5
ミニストップ多摩永山店,東京都多摩市永山3-21-2
デイリーヤマザキ多摩永山店,東京都多摩市永山6-17-1
ローソン多摩貝取一丁目店,東京都多摩市貝取1-14-10
ローソン多摩貝取店,東京都多摩市貝取1459
セブンイレブン聖蹟桜ケ丘駅前店,東京都多摩市関戸1ー11ー3
森田商店,東京都多摩市関戸2-39-5
ファミリーマート聖蹟桜ヶ丘店,東京都多摩市関戸4-23-1
ローソン多摩関戸４丁目店,東京都多摩市関戸4-4-10
セブンイレブン多摩関戸5丁目店,東京都多摩市関戸5－20－23
サンクス多摩関戸店,東京都多摩市関戸5丁目17-4
サンクス多摩乞田店,東京都多摩市乞田1229-1
セブンイレブン多摩乞田店,東京都多摩市乞田709
ローソン多摩山王下店,東京都多摩市山王下1-13-12
セブンイレブン多摩山王下1丁目店,東京都多摩市山王下1丁目17
ファミリーマート多摩連光寺店,東京都多摩市諏訪3-14-1
ファミリーマート多摩センター駅南店,東京都多摩市鶴牧1-26-2
セブンイレブン多摩落合店,東京都多摩市鶴牧2-23-21
ミニストップ多摩鶴牧店,東京都多摩市鶴牧3-2
スリーエフ唐木田駅前店,東京都多摩市唐木田1-6-4
ファミリーマート多摩唐木田店,東京都多摩市唐木田1丁目21-1
ファミリーマート多摩南野店,東京都多摩市南野2-31-17
セブンイレブン多摩南野店,東京都多摩市南野3－12－11
ファミリーマート永山連光寺店,東京都多摩市馬引沢1-18-6
Ｙショップ十一屋本店,東京都多摩市馬引沢1-8-7
セブンイレブン多摩蓮光寺店,東京都多摩市馬引沢2ー12ー7
サンクス多摩センター駅前店,東京都多摩市落合1ー9ー9
セブンイレブン多摩センタ－駅前店,東京都多摩市落合1－5－10
セブンイレブンニュ－シティ多摩センタ－店,東京都多摩市落合1丁目47番
スリーエフ多摩落合店,東京都多摩市落合6-15-3
ローソン多摩和田店,東京都多摩市和田2005-5
セブンイレブン多摩和田3丁目店,東京都多摩市和田3－2－6
セブンイレブン下谷1丁目店,東京都台東区下谷1ー13ー11
ミニストップ下谷店,東京都台東区下谷2-23-8
サンクス入谷店,東京都台東区下谷2丁目1-10
セブンイレブン台東下谷3丁目店,東京都台東区下谷3－18－7
デイリーヤマザキ浅草花川戸店,東京都台東区花川戸1-7-5
エーエムピーエム台東花川戸店,東京都台東区花川戸2-17-10
ミニストップ橋場店,東京都台東区橋場1-32-6
セブンイレブン橋場店,東京都台東区橋場1-6-4
デイリーヤマザキ浅草橋場店,東京都台東区橋場2-14-20
ファミリーマート駒形一丁目店,東京都台東区駒形1-12-14 日本生命浅草ビル1階
ポプラ駒形店,東京都台東区駒形1-6-3
ファミリーマート駒形浅草通り店,東京都台東区駒形1丁目10-6
ミニストップ元浅草３丁目店,東京都台東区元浅草3-22-8
ローソン元浅草三丁目店,東京都台東区元浅草3-5-6
セブンイレブン台東元浅草店,東京都台東区元浅草4-7-17
ローソン今戸リバーサイド店,東京都台東区今戸1-23-12
（有）馬場商店,東京都台東区今戸2-11-1
フレンドショップヨコヤマ,東京都台東区今戸2-3-9
サンクス鴬谷店,東京都台東区根岸1-1-16
ファミリーマート根岸一丁目店,東京都台東区根岸1-5-14
ファミリーマート根岸二丁目店,東京都台東区根岸2-21-13
ファミリーマート加藤根岸店,東京都台東区根岸3-10-2
ファミリーマート根岸うぐいす通り店,東京都台東区根岸3-3-11
ファミリーマート三の輪駅前店,東京都台東区根岸5-24-8
サンクス根岸5丁目店,東京都台東区根岸5丁目16-15
サンクス台東根岸店,東京都台東区根岸5丁目8-16
サンクス三ノ輪店,東京都台東区三ノ輪1-28-15
ポプラ三ノ輪１丁目店,東京都台東区三ノ輪1-7-1
